蛤蛤蛤我是誰我在哪
community cards of this round: ['H7', 'S4', 'D6', 'DT', 'D5']
name: baseline1, hole_card: ['DJ', 'HA']
name: b10204022, hole_card: ['DK', 'D3']
name: strong2, hole_card: ['S7', 'HK']
name: b10204022, hole_card: ['DK', 'D3']
name: strong2, hole_card: ['S7', 'HK']
name: b10204022, hole_card: ['DK', 'D3']
name: strong2, hole_card: ['S7', 'HK']
community cards of this round: ['DK', 'SJ', 'S8', 'S5', 'SA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
name: b10204022, hole_card: ['D7', 'C2']
name: strong2, hole_card: ['H7', 'CA']
community cards of this round: ['H6', 'CT', 'C7', 'H3', 'D5']
name: b10204022, hole_card: ['HK', 'CQ']
name: strong2, hole_card: ['C8', 'C6']
name: b10204022, hole_card: ['HK', 'CQ']
name: strong2, hole_card: ['C8', 'C6']
name: b10204022, hole_card: ['HK', 'CQ']
name: strong2, hole_card: ['C8', 'C6']
community cards of this round: ['S2', 'SQ', 'H5', 'H2', 'DK']
name: b10204022, hole_card: ['H9', 'S4']
name: strong2, hole_card: ['HK', 'HQ']
name: b10204022, hole_card: ['H9', 'S4']
name: strong2, hole_card: ['HK', 'HQ']
name: b10204022, hole_card: ['H9', 'S4']
name: strong2, hole_card: ['HK', 'HQ']
community cards of this round: ['S8', 'C8', 'C7', 'HA', 'HK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
haha are you baseline4?
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
name: b10204022, hole_card: ['S2', 'H9']
name: strong2, hole_card: ['C6', 'DK']
community cards of this round: ['ST', 'S4', 'CJ', 'D2', 'C4']
name: b10204022, hole_card: ['D4', 'D5']
name: strong2, hole_card: ['SK', 'S2']
haha are you baseline4?
name: b10204022, hole_card: ['D4', 'D5']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['D4', 'D5']
name: strong2, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['D4', 'D5']
name: strong2, hole_card: ['SK', 'S2']
community cards of this round: ['S4', 'HT', 'D3', 'DQ', 'S8']
name: b10204022, hole_card: ['D9', 'H3']
name: strong2, hole_card: ['CQ', 'HJ']
haha are you baseline4?
name: b10204022, hole_card: ['D9', 'H3']
name: strong2, hole_card: ['CQ', 'HJ']
name: b10204022, hole_card: ['D9', 'H3']
name: strong2, hole_card: ['CQ', 'HJ']
name: b10204022, hole_card: ['D9', 'H3']
name: strong2, hole_card: ['CQ', 'HJ']
community cards of this round: ['DA', 'D4', 'CJ', 'S8', 'DT']
name: b10204022, hole_card: ['CK', 'C7']
name: strong2, hole_card: ['ST', 'SA']
haha are you baseline4?
name: b10204022, hole_card: ['CK', 'C7']
name: strong2, hole_card: ['ST', 'SA']
name: b10204022, hole_card: ['CK', 'C7']
name: strong2, hole_card: ['ST', 'SA']
community cards of this round: ['ST', 'C3', 'SK', 'DJ', 'HT']
name: b10204022, hole_card: ['D2', 'D6']
name: strong2, hole_card: ['HJ', 'C5']
haha are you baseline4?
name: b10204022, hole_card: ['D2', 'D6']
name: strong2, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['D2', 'D6']
name: strong2, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['D2', 'D6']
name: strong2, hole_card: ['HJ', 'C5']
community cards of this round: ['HA', 'C6', 'CJ', 'H3', 'CA']
name: b10204022, hole_card: ['S7', 'C9']
name: strong2, hole_card: ['S9', 'SJ']
haha are you baseline4?
name: b10204022, hole_card: ['S7', 'C9']
name: strong2, hole_card: ['S9', 'SJ']
name: b10204022, hole_card: ['S7', 'C9']
name: strong2, hole_card: ['S9', 'SJ']
name: b10204022, hole_card: ['S7', 'C9']
name: strong2, hole_card: ['S9', 'SJ']
b10204022 vs strong2 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'ulvuzpqmabohckhtvalxqb', 'stack': 0, 'state': 'folded'}, {'name': 'strong2', 'uuid': 'hpviytcfhwiivfnotndtqq', 'stack': 1993.1340684048753, 'state': 'participating'}]}
b10204022 vs strong2 - Match Result: 1 games won, 0 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['SA', 'S3', 'HK', 'DK', 'H2']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong3, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['SJ', 'HA']
b10204022 vs strong3 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'fopsedufvxgqtdusycsjjn', 'stack': 2000.0, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'ohhkoeldcvydwmyjuigddb', 'stack': 0, 'state': 'folded'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['SA', 'S3', 'HK', 'DK', 'H2']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['SQ', 'SK']
name: strong3, hole_card: ['SJ', 'HA']
b10204022 vs strong3 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'sbauoxftvjleubzbjripma', 'stack': 2000, 'state': 'participating'}, {'name': 'strong3', 'uuid': 'rdlrbjhutitmoivarzhfwp', 'stack': 0, 'state': 'folded'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['D7', 'H9', 'D8', 'C8', 'SJ']
name: strong3, hole_card: ['HQ', 'H2']
name: b10204022, hole_card: ['S6', 'DA']
name: strong3, hole_card: ['HQ', 'H2']
name: b10204022, hole_card: ['S6', 'DA']
name: strong3, hole_card: ['HQ', 'H2']
name: b10204022, hole_card: ['S6', 'DA']
community cards of this round: ['DT', 'S5', 'C9', 'S8', 'DQ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
name: strong3, hole_card: ['S9', 'CK']
name: b10204022, hole_card: ['D9', 'HJ']
community cards of this round: ['C9', 'D8', 'D9', 'DA', 'S2']
name: strong3, hole_card: ['H3', 'CK']
name: b10204022, hole_card: ['S7', 'D4']
haha are you baseline4?
name: strong3, hole_card: ['H3', 'CK']
name: b10204022, hole_card: ['S7', 'D4']
community cards of this round: ['S9', 'H5', 'H6', 'C2', 'HA']
name: strong3, hole_card: ['ST', 'SA']
name: b10204022, hole_card: ['H3', 'C4']
haha are you baseline4?
name: strong3, hole_card: ['ST', 'SA']
name: b10204022, hole_card: ['H3', 'C4']
name: strong3, hole_card: ['ST', 'SA']
name: b10204022, hole_card: ['H3', 'C4']
community cards of this round: ['D4', 'CT', 'C5', 'S8', 'ST']
name: strong3, hole_card: ['DJ', 'HK']
name: b10204022, hole_card: ['SK', 'C2']
haha are you baseline4?
name: strong3, hole_card: ['DJ', 'HK']
name: b10204022, hole_card: ['SK', 'C2']
community cards of this round: ['S3', 'D4', 'H8', 'S5', 'H9']
name: strong3, hole_card: ['C7', 'CA']
name: b10204022, hole_card: ['S2', 'SQ']
haha are you baseline4?
name: strong3, hole_card: ['C7', 'CA']
name: b10204022, hole_card: ['S2', 'SQ']
name: strong3, hole_card: ['C7', 'CA']
name: b10204022, hole_card: ['S2', 'SQ']
community cards of this round: ['D2', 'S4', 'C7', 'C6', 'C5']
name: strong3, hole_card: ['D8', 'D6']
name: b10204022, hole_card: ['D7', 'H3']
haha are you baseline4?
name: strong3, hole_card: ['D8', 'D6']
name: b10204022, hole_card: ['D7', 'H3']
community cards of this round: ['ST', 'C8', 'SA', 'HQ', 'DJ']
name: strong3, hole_card: ['H6', 'H4']
name: b10204022, hole_card: ['CK', 'C3']
haha are you baseline4?
name: strong3, hole_card: ['H6', 'H4']
name: b10204022, hole_card: ['CK', 'C3']
name: strong3, hole_card: ['H6', 'H4']
name: b10204022, hole_card: ['CK', 'C3']
community cards of this round: ['H5', 'HQ', 'D8', 'HT', 'HA']
name: strong3, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['SJ', 'DQ']
haha are you baseline4?
name: strong3, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['SJ', 'DQ']
community cards of this round: ['CA', 'S5', 'H8', 'S9', 'SJ']
name: strong3, hole_card: ['C5', 'DA']
name: b10204022, hole_card: ['D2', 'S3']
haha are you baseline4?
name: strong3, hole_card: ['C5', 'DA']
name: b10204022, hole_card: ['D2', 'S3']
name: strong3, hole_card: ['C5', 'DA']
name: b10204022, hole_card: ['D2', 'S3']
community cards of this round: ['HA', 'SK', 'S4', 'DJ', 'S2']
name: strong3, hole_card: ['S6', 'H8']
name: b10204022, hole_card: ['S7', 'DT']
haha are you baseline4?
name: strong3, hole_card: ['S6', 'H8']
name: b10204022, hole_card: ['S7', 'DT']
community cards of this round: ['CQ', 'S8', 'H7', 'H2', 'SJ']
name: strong3, hole_card: ['C8', 'C4']
name: b10204022, hole_card: ['S3', 'H8']
haha are you baseline4?
name: strong3, hole_card: ['C8', 'C4']
name: b10204022, hole_card: ['S3', 'H8']
name: strong3, hole_card: ['C8', 'C4']
name: b10204022, hole_card: ['S3', 'H8']
community cards of this round: ['D9', 'SK', 'SQ', 'DJ', 'D2']
name: strong3, hole_card: ['S2', 'DT']
name: b10204022, hole_card: ['HJ', 'DA']
haha are you baseline4?
name: strong3, hole_card: ['S2', 'DT']
name: b10204022, hole_card: ['HJ', 'DA']
community cards of this round: ['CQ', 'DK', 'D4', 'C2', 'C7']
name: strong3, hole_card: ['HK', 'H3']
name: b10204022, hole_card: ['S5', 'SJ']
haha are you baseline4?
name: strong3, hole_card: ['HK', 'H3']
name: b10204022, hole_card: ['S5', 'SJ']
name: strong3, hole_card: ['HK', 'H3']
name: b10204022, hole_card: ['S5', 'SJ']
community cards of this round: ['HT', 'C6', 'D3', 'S7', 'H8']
name: strong3, hole_card: ['SJ', 'C9']
name: b10204022, hole_card: ['C8', 'CA']
haha are you baseline4?
name: strong3, hole_card: ['SJ', 'C9']
name: b10204022, hole_card: ['C8', 'CA']
community cards of this round: ['DJ', 'S7', 'CQ', 'H2', 'C8']
name: strong3, hole_card: ['D7', 'D6']
name: b10204022, hole_card: ['SJ', 'SQ']
haha are you baseline4?
name: strong3, hole_card: ['D7', 'D6']
name: b10204022, hole_card: ['SJ', 'SQ']
name: strong3, hole_card: ['D7', 'D6']
name: b10204022, hole_card: ['SJ', 'SQ']
community cards of this round: ['C9', 'S7', 'D4', 'CT', 'S5']
name: strong3, hole_card: ['CQ', 'DQ']
name: b10204022, hole_card: ['H8', 'CA']
haha are you baseline4?
name: strong3, hole_card: ['CQ', 'DQ']
name: b10204022, hole_card: ['H8', 'CA']
community cards of this round: ['CT', 'DK', 'D3', 'D5', 'HK']
name: strong3, hole_card: ['S4', 'HJ']
name: b10204022, hole_card: ['CJ', 'HT']
haha are you baseline4?
name: strong3, hole_card: ['S4', 'HJ']
name: b10204022, hole_card: ['CJ', 'HT']
name: strong3, hole_card: ['S4', 'HJ']
name: b10204022, hole_card: ['CJ', 'HT']
community cards of this round: ['CJ', 'C9', 'D4', 'C2', 'SQ']
name: strong3, hole_card: ['DQ', 'C8']
name: b10204022, hole_card: ['H6', 'S6']
haha are you baseline4?
name: strong3, hole_card: ['DQ', 'C8']
name: b10204022, hole_card: ['H6', 'S6']
community cards of this round: ['D5', 'C3', 'S5', 'SA', 'C5']
name: strong3, hole_card: ['H2', 'S3']
name: b10204022, hole_card: ['SQ', 'HK']
haha are you baseline4?
name: strong3, hole_card: ['H2', 'S3']
name: b10204022, hole_card: ['SQ', 'HK']
b10204022 vs strong3 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'wolxcpuwxkpigkoibtmmfr', 'stack': 942.8378814291241, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'vtyoijyyzuvtghwalfefbd', 'stack': 1056.4937299754392, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['D7', 'H9', 'D8', 'C8', 'SJ']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['HQ', 'H2']
name: strong3, hole_card: ['S6', 'DA']
community cards of this round: ['DT', 'S5', 'C9', 'S8', 'DQ']
name: b10204022, hole_card: ['S9', 'CK']
name: strong3, hole_card: ['D9', 'HJ']
name: b10204022, hole_card: ['S9', 'CK']
name: strong3, hole_card: ['D9', 'HJ']
name: b10204022, hole_card: ['S9', 'CK']
name: strong3, hole_card: ['D9', 'HJ']
community cards of this round: ['C9', 'D8', 'D9', 'DA', 'S2']
name: b10204022, hole_card: ['H3', 'CK']
name: strong3, hole_card: ['S7', 'D4']
name: b10204022, hole_card: ['H3', 'CK']
name: strong3, hole_card: ['S7', 'D4']
name: b10204022, hole_card: ['H3', 'CK']
name: strong3, hole_card: ['S7', 'D4']
name: b10204022, hole_card: ['H3', 'CK']
name: strong3, hole_card: ['S7', 'D4']
community cards of this round: ['S9', 'H5', 'H6', 'C2', 'HA']
name: b10204022, hole_card: ['ST', 'SA']
name: strong3, hole_card: ['H3', 'C4']
name: b10204022, hole_card: ['ST', 'SA']
name: strong3, hole_card: ['H3', 'C4']
name: b10204022, hole_card: ['ST', 'SA']
name: strong3, hole_card: ['H3', 'C4']
community cards of this round: ['D4', 'CT', 'C5', 'S8', 'ST']
name: b10204022, hole_card: ['DJ', 'HK']
name: strong3, hole_card: ['SK', 'C2']
name: b10204022, hole_card: ['DJ', 'HK']
name: strong3, hole_card: ['SK', 'C2']
name: b10204022, hole_card: ['DJ', 'HK']
name: strong3, hole_card: ['SK', 'C2']
name: b10204022, hole_card: ['DJ', 'HK']
name: strong3, hole_card: ['SK', 'C2']
community cards of this round: ['S3', 'D4', 'H8', 'S5', 'H9']
name: b10204022, hole_card: ['C7', 'CA']
name: strong3, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['C7', 'CA']
name: strong3, hole_card: ['S2', 'SQ']
name: b10204022, hole_card: ['C7', 'CA']
name: strong3, hole_card: ['S2', 'SQ']
community cards of this round: ['D2', 'S4', 'C7', 'C6', 'C5']
name: b10204022, hole_card: ['D8', 'D6']
name: strong3, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['D8', 'D6']
name: strong3, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['D8', 'D6']
name: strong3, hole_card: ['D7', 'H3']
name: b10204022, hole_card: ['D8', 'D6']
name: strong3, hole_card: ['D7', 'H3']
community cards of this round: ['ST', 'C8', 'SA', 'HQ', 'DJ']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
name: b10204022, hole_card: ['H6', 'H4']
name: strong3, hole_card: ['CK', 'C3']
community cards of this round: ['H5', 'HQ', 'D8', 'HT', 'HA']
name: b10204022, hole_card: ['CA', 'H2']
name: strong3, hole_card: ['SJ', 'DQ']
name: b10204022, hole_card: ['CA', 'H2']
name: strong3, hole_card: ['SJ', 'DQ']
name: b10204022, hole_card: ['CA', 'H2']
name: strong3, hole_card: ['SJ', 'DQ']
name: b10204022, hole_card: ['CA', 'H2']
name: strong3, hole_card: ['SJ', 'DQ']
community cards of this round: ['CA', 'S5', 'H8', 'S9', 'SJ']
name: b10204022, hole_card: ['C5', 'DA']
name: strong3, hole_card: ['D2', 'S3']
name: b10204022, hole_card: ['C5', 'DA']
name: strong3, hole_card: ['D2', 'S3']
name: b10204022, hole_card: ['C5', 'DA']
name: strong3, hole_card: ['D2', 'S3']
community cards of this round: ['HA', 'SK', 'S4', 'DJ', 'S2']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
name: b10204022, hole_card: ['S6', 'H8']
name: strong3, hole_card: ['S7', 'DT']
community cards of this round: ['CQ', 'S8', 'H7', 'H2', 'SJ']
name: b10204022, hole_card: ['C8', 'C4']
name: strong3, hole_card: ['S3', 'H8']
name: b10204022, hole_card: ['C8', 'C4']
name: strong3, hole_card: ['S3', 'H8']
name: b10204022, hole_card: ['C8', 'C4']
name: strong3, hole_card: ['S3', 'H8']
community cards of this round: ['D9', 'SK', 'SQ', 'DJ', 'D2']
name: b10204022, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['HJ', 'DA']
name: b10204022, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['HJ', 'DA']
name: b10204022, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['HJ', 'DA']
name: b10204022, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['HJ', 'DA']
community cards of this round: ['CQ', 'DK', 'D4', 'C2', 'C7']
name: b10204022, hole_card: ['HK', 'H3']
name: strong3, hole_card: ['S5', 'SJ']
name: b10204022, hole_card: ['HK', 'H3']
name: strong3, hole_card: ['S5', 'SJ']
community cards of this round: ['HT', 'C6', 'D3', 'S7', 'H8']
name: b10204022, hole_card: ['SJ', 'C9']
name: strong3, hole_card: ['C8', 'CA']
name: b10204022, hole_card: ['SJ', 'C9']
name: strong3, hole_card: ['C8', 'CA']
name: b10204022, hole_card: ['SJ', 'C9']
name: strong3, hole_card: ['C8', 'CA']
community cards of this round: ['DJ', 'S7', 'CQ', 'H2', 'C8']
name: b10204022, hole_card: ['D7', 'D6']
name: strong3, hole_card: ['SJ', 'SQ']
name: b10204022, hole_card: ['D7', 'D6']
name: strong3, hole_card: ['SJ', 'SQ']
community cards of this round: ['C9', 'S7', 'D4', 'CT', 'S5']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong3, hole_card: ['H8', 'CA']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong3, hole_card: ['H8', 'CA']
name: b10204022, hole_card: ['CQ', 'DQ']
name: strong3, hole_card: ['H8', 'CA']
community cards of this round: ['CT', 'DK', 'D3', 'D5', 'HK']
name: b10204022, hole_card: ['S4', 'HJ']
name: strong3, hole_card: ['CJ', 'HT']
name: b10204022, hole_card: ['S4', 'HJ']
name: strong3, hole_card: ['CJ', 'HT']
community cards of this round: ['CJ', 'C9', 'D4', 'C2', 'SQ']
name: b10204022, hole_card: ['DQ', 'C8']
name: strong3, hole_card: ['H6', 'S6']
name: b10204022, hole_card: ['DQ', 'C8']
name: strong3, hole_card: ['H6', 'S6']
name: b10204022, hole_card: ['DQ', 'C8']
name: strong3, hole_card: ['H6', 'S6']
community cards of this round: ['D5', 'C3', 'S5', 'SA', 'C5']
name: b10204022, hole_card: ['H2', 'S3']
name: strong3, hole_card: ['SQ', 'HK']
name: b10204022, hole_card: ['H2', 'S3']
name: strong3, hole_card: ['SQ', 'HK']
b10204022 vs strong3 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'sbhcxuenljbsefxwhyxyrf', 'stack': 1850.0, 'state': 'participating'}, {'name': 'strong3', 'uuid': 'lllhurkdcvpczlnlfxovup', 'stack': 143.8480461250009, 'state': 'participating'}]}
b10204022 vs strong3 - Match Result: 3 games won, 2 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['D7', 'D6', 'H3', 'D3', 'C5']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
name: strong4, hole_card: ['C7', 'S8']
name: b10204022, hole_card: ['SA', 'HT']
community cards of this round: ['D7', 'D9', 'S5', 'H9', 'H5']
name: strong4, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['C6', 'DK']
haha are you baseline4?
name: strong4, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['C6', 'DK']
name: strong4, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['C6', 'DK']
name: strong4, hole_card: ['HJ', 'C5']
name: b10204022, hole_card: ['C6', 'DK']
community cards of this round: ['H4', 'C7', 'H3', 'HK', 'DK']
name: strong4, hole_card: ['D6', 'D3']
name: b10204022, hole_card: ['HT', 'C5']
name: strong4, hole_card: ['D6', 'D3']
name: b10204022, hole_card: ['HT', 'C5']
name: strong4, hole_card: ['D6', 'D3']
name: b10204022, hole_card: ['HT', 'C5']
name: strong4, hole_card: ['D6', 'D3']
name: b10204022, hole_card: ['HT', 'C5']
name: strong4, hole_card: ['D6', 'D3']
name: b10204022, hole_card: ['HT', 'C5']
community cards of this round: ['DJ', 'D4', 'D9', 'D6', 'C3']
name: strong4, hole_card: ['C2', 'CT']
name: b10204022, hole_card: ['H2', 'H5']
name: strong4, hole_card: ['C2', 'CT']
name: b10204022, hole_card: ['H2', 'H5']
name: strong4, hole_card: ['C2', 'CT']
name: b10204022, hole_card: ['H2', 'H5']
community cards of this round: ['CT', 'SQ', 'ST', 'S6', 'S3']
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
haha are you baseline4?
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
name: strong4, hole_card: ['SK', 'S2']
name: b10204022, hole_card: ['HQ', 'H6']
community cards of this round: ['HQ', 'H5', 'C4', 'H3', 'C2']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
haha are you baseline4?
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
name: strong4, hole_card: ['C3', 'C8']
name: b10204022, hole_card: ['D6', 'S5']
community cards of this round: ['D3', 'CT', 'HJ', 'H5', 'H8']
name: strong4, hole_card: ['D4', 'DJ']
name: b10204022, hole_card: ['S2', 'D9']
name: strong4, hole_card: ['D4', 'DJ']
name: b10204022, hole_card: ['S2', 'D9']
name: strong4, hole_card: ['D4', 'DJ']
name: b10204022, hole_card: ['S2', 'D9']
name: strong4, hole_card: ['D4', 'DJ']
name: b10204022, hole_card: ['S2', 'D9']
community cards of this round: ['H6', 'DT', 'SJ', 'C7', 'SA']
name: strong4, hole_card: ['SQ', 'DQ']
name: b10204022, hole_card: ['DA', 'D7']
haha are you baseline4?
