community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: strong2, hole_card: ['S3', 'C2']
name: b10202024, hole_card: ['DJ', 'DA']
name: strong2, hole_card: ['S3', 'C2']
name: b10202024, hole_card: ['DJ', 'DA']
name: strong2, hole_card: ['S3', 'C2']
name: b10202024, hole_card: ['DJ', 'DA']
name: strong2, hole_card: ['S3', 'C2']
name: b10202024, hole_card: ['DJ', 'DA']
name: strong2, hole_card: ['S3', 'C2']
name: b10202024, hole_card: ['DJ', 'DA']
name: strong2, hole_card: ['S3', 'C2']
b10202024 vs strong2 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'ekvvsijnofalwrubhaiwwj', 'stack': 2000, 'state': 'participating'}, {'name': 'strong2', 'uuid': 'xleehbelhobahlbsixzdsr', 'stack': 0, 'state': 'folded'}]}
community cards of this round: ['ST', 'D8', 'DA', 'S9', 'D7']
name: strong2, hole_card: ['H7', 'CK']
name: b10202024, hole_card: ['CJ', 'CQ']
name: strong2, hole_card: ['H7', 'CK']
name: b10202024, hole_card: ['CJ', 'CQ']
name: strong2, hole_card: ['H7', 'CK']
name: b10202024, hole_card: ['CJ', 'CQ']
name: strong2, hole_card: ['H7', 'CK']
name: b10202024, hole_card: ['CJ', 'CQ']
name: strong2, hole_card: ['H7', 'CK']
name: b10202024, hole_card: ['CJ', 'CQ']
community cards of this round: ['D3', 'D4', 'S8', 'C9', 'HA']
name: strong2, hole_card: ['SQ', 'S6']
name: b10202024, hole_card: ['H9', 'S9']
name: strong2, hole_card: ['SQ', 'S6']
name: b10202024, hole_card: ['H9', 'S9']
name: strong2, hole_card: ['SQ', 'S6']
name: b10202024, hole_card: ['H9', 'S9']
name: strong2, hole_card: ['SQ', 'S6']
name: b10202024, hole_card: ['H9', 'S9']
community cards of this round: ['D7', 'D5', 'S3', 'DK', 'CA']
name: strong2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['CJ', 'DA']
community cards of this round: ['HQ', 'HA', 'H8', 'C4', 'D4']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
name: strong2, hole_card: ['C8', 'C9']
name: b10202024, hole_card: ['C3', 'SK']
community cards of this round: ['C4', 'C6', 'H6', 'C9', 'S9']
name: strong2, hole_card: ['HQ', 'SK']
name: b10202024, hole_card: ['H5', 'ST']
name: strong2, hole_card: ['HQ', 'SK']
name: b10202024, hole_card: ['H5', 'ST']
name: strong2, hole_card: ['HQ', 'SK']
name: b10202024, hole_card: ['H5', 'ST']
name: strong2, hole_card: ['HQ', 'SK']
name: b10202024, hole_card: ['H5', 'ST']
name: strong2, hole_card: ['HQ', 'SK']
name: b10202024, hole_card: ['H5', 'ST']
community cards of this round: ['CK', 'SK', 'SJ', 'HK', 'C4']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
name: strong2, hole_card: ['DJ', 'CA']
name: b10202024, hole_card: ['S7', 'S3']
community cards of this round: ['H2', 'CA', 'S6', 'H9', 'D4']
name: strong2, hole_card: ['SK', 'DT']
name: b10202024, hole_card: ['SQ', 'H6']
name: strong2, hole_card: ['SK', 'DT']
name: b10202024, hole_card: ['SQ', 'H6']
name: strong2, hole_card: ['SK', 'DT']
name: b10202024, hole_card: ['SQ', 'H6']
community cards of this round: ['S6', 'C8', 'S7', 'DA', 'DJ']
name: strong2, hole_card: ['H5', 'S9']
name: b10202024, hole_card: ['ST', 'CA']
name: strong2, hole_card: ['H5', 'S9']
name: b10202024, hole_card: ['ST', 'CA']
community cards of this round: ['S6', 'SJ', 'C8', 'H6', 'CA']
name: strong2, hole_card: ['D3', 'C7']
name: b10202024, hole_card: ['CQ', 'DQ']
name: strong2, hole_card: ['D3', 'C7']
name: b10202024, hole_card: ['CQ', 'DQ']
name: strong2, hole_card: ['D3', 'C7']
name: b10202024, hole_card: ['CQ', 'DQ']
community cards of this round: ['CQ', 'H9', 'CK', 'C4', 'HQ']
name: strong2, hole_card: ['DT', 'H4']
name: b10202024, hole_card: ['S5', 'D2']
name: strong2, hole_card: ['DT', 'H4']
name: b10202024, hole_card: ['S5', 'D2']
community cards of this round: ['H5', 'CK', 'HQ', 'HJ', 'D5']
name: strong2, hole_card: ['C2', 'H9']
name: b10202024, hole_card: ['S6', 'C8']
name: strong2, hole_card: ['C2', 'H9']
name: b10202024, hole_card: ['S6', 'C8']
name: strong2, hole_card: ['C2', 'H9']
name: b10202024, hole_card: ['S6', 'C8']
community cards of this round: ['SQ', 'SJ', 'S8', 'C8', 'HJ']
name: strong2, hole_card: ['D5', 'H7']
name: b10202024, hole_card: ['D3', 'CT']
name: strong2, hole_card: ['D5', 'H7']
name: b10202024, hole_card: ['D3', 'CT']
community cards of this round: ['DQ', 'H6', 'CK', 'D6', 'S5']
name: strong2, hole_card: ['H4', 'D3']
name: b10202024, hole_card: ['S2', 'SK']
name: strong2, hole_card: ['H4', 'D3']
name: b10202024, hole_card: ['S2', 'SK']
name: strong2, hole_card: ['H4', 'D3']
name: b10202024, hole_card: ['S2', 'SK']
community cards of this round: ['SK', 'H2', 'CA', 'H7', 'DK']
name: strong2, hole_card: ['D4', 'HA']
name: b10202024, hole_card: ['CK', 'HQ']
name: strong2, hole_card: ['D4', 'HA']
name: b10202024, hole_card: ['CK', 'HQ']
community cards of this round: ['HK', 'H6', 'D5', 'S8', 'S3']
name: strong2, hole_card: ['H7', 'D9']
name: b10202024, hole_card: ['H5', 'S7']
name: strong2, hole_card: ['H7', 'D9']
name: b10202024, hole_card: ['H5', 'S7']
name: strong2, hole_card: ['H7', 'D9']
name: b10202024, hole_card: ['H5', 'S7']
community cards of this round: ['DQ', 'CK', 'CJ', 'C8', 'D2']
name: strong2, hole_card: ['D5', 'CA']
name: b10202024, hole_card: ['H8', 'C3']
name: strong2, hole_card: ['D5', 'CA']
name: b10202024, hole_card: ['H8', 'C3']
community cards of this round: ['DJ', 'D4', 'CJ', 'C8', 'C6']
name: strong2, hole_card: ['SQ', 'H3']
name: b10202024, hole_card: ['SJ', 'CQ']
name: strong2, hole_card: ['SQ', 'H3']
name: b10202024, hole_card: ['SJ', 'CQ']
name: strong2, hole_card: ['SQ', 'H3']
name: b10202024, hole_card: ['SJ', 'CQ']
community cards of this round: ['DJ', 'D9', 'HA', 'S7', 'C6']
name: strong2, hole_card: ['C8', 'HK']
name: b10202024, hole_card: ['D5', 'S9']
name: strong2, hole_card: ['C8', 'HK']
name: b10202024, hole_card: ['D5', 'S9']
community cards of this round: ['C3', 'S7', 'SK', 'CK', 'DT']
name: strong2, hole_card: ['ST', 'SQ']
name: b10202024, hole_card: ['C5', 'D6']
name: strong2, hole_card: ['ST', 'SQ']
name: b10202024, hole_card: ['C5', 'D6']
name: strong2, hole_card: ['ST', 'SQ']
name: b10202024, hole_card: ['C5', 'D6']
community cards of this round: ['D2', 'S5', 'D4', 'D9', 'H6']
name: strong2, hole_card: ['HJ', 'DK']
name: b10202024, hole_card: ['H8', 'H5']
name: strong2, hole_card: ['HJ', 'DK']
name: b10202024, hole_card: ['H8', 'H5']
b10202024 vs strong2 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong2', 'uuid': 'zisyzzabnookwwmaktoloi', 'stack': 1006, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'bolmyamzxoxsdekwqgclmi', 'stack': 993.2, 'state': 'participating'}]}
b10202024 vs strong2 - Match Result: 3 games won, 2 points earned
community cards of this round: ['D7', 'S6', 'CT', 'S4', 'H4']
name: strong3, hole_card: ['C4', 'C3']
name: b10202024, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['C4', 'C3']
name: b10202024, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['C4', 'C3']
name: b10202024, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['C4', 'C3']
name: b10202024, hole_card: ['S2', 'DT']
name: strong3, hole_card: ['C4', 'C3']
name: b10202024, hole_card: ['S2', 'DT']
community cards of this round: ['H9', 'S3', 'HK', 'D6', 'CT']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
name: strong3, hole_card: ['SK', 'C2']
name: b10202024, hole_card: ['HA', 'D8']
community cards of this round: ['H3', 'D6', 'S5', 'S6', 'CJ']
name: strong3, hole_card: ['C5', 'HT']
name: b10202024, hole_card: ['CQ', 'DA']
name: strong3, hole_card: ['C5', 'HT']
name: b10202024, hole_card: ['CQ', 'DA']
community cards of this round: ['CT', 'S7', 'DK', 'H7', 'C9']
name: strong3, hole_card: ['D3', 'D2']
name: b10202024, hole_card: ['DJ', 'S4']
name: strong3, hole_card: ['D3', 'D2']
name: b10202024, hole_card: ['DJ', 'S4']
community cards of this round: ['DT', 'SQ', 'CK', 'DA', 'C2']
name: strong3, hole_card: ['H4', 'HJ']
name: b10202024, hole_card: ['S6', 'C9']
name: strong3, hole_card: ['H4', 'HJ']
name: b10202024, hole_card: ['S6', 'C9']
community cards of this round: ['HJ', 'CJ', 'C2', 'C8', 'H6']
name: strong3, hole_card: ['D7', 'C6']
name: b10202024, hole_card: ['D8', 'S5']
name: strong3, hole_card: ['D7', 'C6']
name: b10202024, hole_card: ['D8', 'S5']
name: strong3, hole_card: ['D7', 'C6']
name: b10202024, hole_card: ['D8', 'S5']
community cards of this round: ['S9', 'H3', 'H8', 'D2', 'S5']
name: strong3, hole_card: ['C3', 'HK']
name: b10202024, hole_card: ['D6', 'SK']
name: strong3, hole_card: ['C3', 'HK']
name: b10202024, hole_card: ['D6', 'SK']
community cards of this round: ['H3', 'H5', 'C8', 'C5', 'H8']
name: strong3, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['D5', 'SJ']
name: strong3, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['D5', 'SJ']
name: strong3, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['D5', 'SJ']
community cards of this round: ['S5', 'CJ', 'D3', 'DA', 'HJ']
name: strong3, hole_card: ['DT', 'C5']
name: b10202024, hole_card: ['SJ', 'C6']
name: strong3, hole_card: ['DT', 'C5']
name: b10202024, hole_card: ['SJ', 'C6']
community cards of this round: ['H8', 'DK', 'H7', 'D2', 'C2']
name: strong3, hole_card: ['D7', 'HT']
name: b10202024, hole_card: ['H6', 'DQ']
name: strong3, hole_card: ['D7', 'HT']
name: b10202024, hole_card: ['H6', 'DQ']
name: strong3, hole_card: ['D7', 'HT']
name: b10202024, hole_card: ['H6', 'DQ']
community cards of this round: ['S6', 'SK', 'H7', 'SQ', 'DJ']
name: strong3, hole_card: ['D9', 'S2']
name: b10202024, hole_card: ['C2', 'D5']
name: strong3, hole_card: ['D9', 'S2']
name: b10202024, hole_card: ['C2', 'D5']
community cards of this round: ['HK', 'HJ', 'C5', 'H9', 'C4']
name: strong3, hole_card: ['D7', 'CJ']
name: b10202024, hole_card: ['S4', 'S6']
name: strong3, hole_card: ['D7', 'CJ']
name: b10202024, hole_card: ['S4', 'S6']
name: strong3, hole_card: ['D7', 'CJ']
name: b10202024, hole_card: ['S4', 'S6']
community cards of this round: ['HQ', 'H8', 'H5', 'C3', 'H2']
name: strong3, hole_card: ['S3', 'CA']
name: b10202024, hole_card: ['HJ', 'H3']
name: strong3, hole_card: ['S3', 'CA']
name: b10202024, hole_card: ['HJ', 'H3']
community cards of this round: ['SJ', 'C8', 'HT', 'S9', 'D4']
name: strong3, hole_card: ['S2', 'CQ']
name: b10202024, hole_card: ['S7', 'S8']
name: strong3, hole_card: ['S2', 'CQ']
name: b10202024, hole_card: ['S7', 'S8']
name: strong3, hole_card: ['S2', 'CQ']
name: b10202024, hole_card: ['S7', 'S8']
community cards of this round: ['CQ', 'CA', 'H6', 'HK', 'D4']
name: strong3, hole_card: ['DJ', 'D6']
name: b10202024, hole_card: ['HT', 'SJ']
name: strong3, hole_card: ['DJ', 'D6']
name: b10202024, hole_card: ['HT', 'SJ']
community cards of this round: ['HT', 'SA', 'D7', 'D3', 'C2']
name: strong3, hole_card: ['H8', 'H2']
name: b10202024, hole_card: ['C7', 'D9']
name: strong3, hole_card: ['H8', 'H2']
name: b10202024, hole_card: ['C7', 'D9']
name: strong3, hole_card: ['H8', 'H2']
name: b10202024, hole_card: ['C7', 'D9']
community cards of this round: ['S9', 'S2', 'CQ', 'H8', 'H9']
name: strong3, hole_card: ['S4', 'CA']
name: b10202024, hole_card: ['H4', 'DA']
name: strong3, hole_card: ['S4', 'CA']
name: b10202024, hole_card: ['H4', 'DA']
community cards of this round: ['C4', 'D6', 'C7', 'SJ', 'CT']
name: strong3, hole_card: ['C9', 'H9']
name: b10202024, hole_card: ['CK', 'S5']
name: strong3, hole_card: ['C9', 'H9']
name: b10202024, hole_card: ['CK', 'S5']
name: strong3, hole_card: ['C9', 'H9']
name: b10202024, hole_card: ['CK', 'S5']
community cards of this round: ['S6', 'CJ', 'CK', 'H4', 'C8']
name: strong3, hole_card: ['C4', 'D5']
name: b10202024, hole_card: ['CT', 'CQ']
name: strong3, hole_card: ['C4', 'D5']
name: b10202024, hole_card: ['CT', 'CQ']
community cards of this round: ['D8', 'HK', 'H9', 'CA', 'C7']
name: strong3, hole_card: ['HQ', 'ST']
name: b10202024, hole_card: ['C4', 'S8']
name: strong3, hole_card: ['HQ', 'ST']
name: b10202024, hole_card: ['C4', 'S8']
name: strong3, hole_card: ['HQ', 'ST']
name: b10202024, hole_card: ['C4', 'S8']
b10202024 vs strong3 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'qduxdlocrntcbheystahpu', 'stack': 195, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'xhpqzsclhlipcqnwxkueub', 'stack': 1805, 'state': 'participating'}]}
community cards of this round: ['D7', 'S6', 'CT', 'S4', 'H4']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
name: b10202024, hole_card: ['C4', 'C3']
name: strong3, hole_card: ['S2', 'DT']
community cards of this round: ['H9', 'S3', 'HK', 'D6', 'CT']
name: b10202024, hole_card: ['SK', 'C2']
name: strong3, hole_card: ['HA', 'D8']
name: b10202024, hole_card: ['SK', 'C2']
name: strong3, hole_card: ['HA', 'D8']
community cards of this round: ['H3', 'D6', 'S5', 'S6', 'CJ']
name: b10202024, hole_card: ['C5', 'HT']
name: strong3, hole_card: ['CQ', 'DA']
name: b10202024, hole_card: ['C5', 'HT']
name: strong3, hole_card: ['CQ', 'DA']
community cards of this round: ['CT', 'S7', 'DK', 'H7', 'C9']
name: b10202024, hole_card: ['D3', 'D2']
name: strong3, hole_card: ['DJ', 'S4']
name: b10202024, hole_card: ['D3', 'D2']
name: strong3, hole_card: ['DJ', 'S4']
community cards of this round: ['DT', 'SQ', 'CK', 'DA', 'C2']
name: b10202024, hole_card: ['H4', 'HJ']
name: strong3, hole_card: ['S6', 'C9']
name: b10202024, hole_card: ['H4', 'HJ']
name: strong3, hole_card: ['S6', 'C9']
name: b10202024, hole_card: ['H4', 'HJ']
name: strong3, hole_card: ['S6', 'C9']
community cards of this round: ['HJ', 'CJ', 'C2', 'C8', 'H6']
name: b10202024, hole_card: ['D7', 'C6']
name: strong3, hole_card: ['D8', 'S5']
name: b10202024, hole_card: ['D7', 'C6']
name: strong3, hole_card: ['D8', 'S5']
community cards of this round: ['S9', 'H3', 'H8', 'D2', 'S5']
name: b10202024, hole_card: ['C3', 'HK']
name: strong3, hole_card: ['D6', 'SK']
name: b10202024, hole_card: ['C3', 'HK']
name: strong3, hole_card: ['D6', 'SK']
name: b10202024, hole_card: ['C3', 'HK']
name: strong3, hole_card: ['D6', 'SK']
community cards of this round: ['H3', 'H5', 'C8', 'C5', 'H8']
name: b10202024, hole_card: ['S4', 'H7']
name: strong3, hole_card: ['D5', 'SJ']
name: b10202024, hole_card: ['S4', 'H7']
name: strong3, hole_card: ['D5', 'SJ']
community cards of this round: ['S5', 'CJ', 'D3', 'DA', 'HJ']
name: b10202024, hole_card: ['DT', 'C5']
name: strong3, hole_card: ['SJ', 'C6']
name: b10202024, hole_card: ['DT', 'C5']
name: strong3, hole_card: ['SJ', 'C6']
name: b10202024, hole_card: ['DT', 'C5']
name: strong3, hole_card: ['SJ', 'C6']
community cards of this round: ['H8', 'DK', 'H7', 'D2', 'C2']
name: b10202024, hole_card: ['D7', 'HT']
name: strong3, hole_card: ['H6', 'DQ']
name: b10202024, hole_card: ['D7', 'HT']
name: strong3, hole_card: ['H6', 'DQ']
community cards of this round: ['S6', 'SK', 'H7', 'SQ', 'DJ']
name: b10202024, hole_card: ['D9', 'S2']
name: strong3, hole_card: ['C2', 'D5']
name: b10202024, hole_card: ['D9', 'S2']
name: strong3, hole_card: ['C2', 'D5']
community cards of this round: ['HK', 'HJ', 'C5', 'H9', 'C4']
name: b10202024, hole_card: ['D7', 'CJ']
name: strong3, hole_card: ['S4', 'S6']
name: b10202024, hole_card: ['D7', 'CJ']
name: strong3, hole_card: ['S4', 'S6']
community cards of this round: ['HQ', 'H8', 'H5', 'C3', 'H2']
name: b10202024, hole_card: ['S3', 'CA']
name: strong3, hole_card: ['HJ', 'H3']
name: b10202024, hole_card: ['S3', 'CA']
name: strong3, hole_card: ['HJ', 'H3']
name: b10202024, hole_card: ['S3', 'CA']
name: strong3, hole_card: ['HJ', 'H3']
community cards of this round: ['SJ', 'C8', 'HT', 'S9', 'D4']
name: b10202024, hole_card: ['S2', 'CQ']
name: strong3, hole_card: ['S7', 'S8']
name: b10202024, hole_card: ['S2', 'CQ']
name: strong3, hole_card: ['S7', 'S8']
community cards of this round: ['CQ', 'CA', 'H6', 'HK', 'D4']
name: b10202024, hole_card: ['DJ', 'D6']
name: strong3, hole_card: ['HT', 'SJ']
name: b10202024, hole_card: ['DJ', 'D6']
name: strong3, hole_card: ['HT', 'SJ']
name: b10202024, hole_card: ['DJ', 'D6']
name: strong3, hole_card: ['HT', 'SJ']
community cards of this round: ['HT', 'SA', 'D7', 'D3', 'C2']
name: b10202024, hole_card: ['H8', 'H2']
name: strong3, hole_card: ['C7', 'D9']
name: b10202024, hole_card: ['H8', 'H2']
name: strong3, hole_card: ['C7', 'D9']
community cards of this round: ['S9', 'S2', 'CQ', 'H8', 'H9']
name: b10202024, hole_card: ['S4', 'CA']
name: strong3, hole_card: ['H4', 'DA']
name: b10202024, hole_card: ['S4', 'CA']
name: strong3, hole_card: ['H4', 'DA']
name: b10202024, hole_card: ['S4', 'CA']
name: strong3, hole_card: ['H4', 'DA']
community cards of this round: ['C4', 'D6', 'C7', 'SJ', 'CT']
name: b10202024, hole_card: ['C9', 'H9']
name: strong3, hole_card: ['CK', 'S5']
name: b10202024, hole_card: ['C9', 'H9']
name: strong3, hole_card: ['CK', 'S5']
community cards of this round: ['S6', 'CJ', 'CK', 'H4', 'C8']
name: b10202024, hole_card: ['C4', 'D5']
name: strong3, hole_card: ['CT', 'CQ']
name: b10202024, hole_card: ['C4', 'D5']
name: strong3, hole_card: ['CT', 'CQ']
name: b10202024, hole_card: ['C4', 'D5']
name: strong3, hole_card: ['CT', 'CQ']
community cards of this round: ['D8', 'HK', 'H9', 'CA', 'C7']
name: b10202024, hole_card: ['HQ', 'ST']
name: strong3, hole_card: ['C4', 'S8']
name: b10202024, hole_card: ['HQ', 'ST']
name: strong3, hole_card: ['C4', 'S8']
b10202024 vs strong3 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'gmjmvcioqdwwuoizgjysfm', 'stack': 1850, 'state': 'participating'}, {'name': 'strong3', 'uuid': 'rhzhwqqcodjtwyalxidvtz', 'stack': 150, 'state': 'participating'}]}
community cards of this round: ['SA', 'H3', 'HQ', 'H2', 'H6']
name: strong3, hole_card: ['D7', 'H4']
name: b10202024, hole_card: ['C7', 'C5']
name: strong3, hole_card: ['D7', 'H4']
name: b10202024, hole_card: ['C7', 'C5']
name: strong3, hole_card: ['D7', 'H4']
name: b10202024, hole_card: ['C7', 'C5']
name: strong3, hole_card: ['D7', 'H4']
name: b10202024, hole_card: ['C7', 'C5']
community cards of this round: ['DA', 'D9', 'C3', 'S7', 'HJ']
name: strong3, hole_card: ['H5', 'H6']
name: b10202024, hole_card: ['H3', 'S4']
name: strong3, hole_card: ['H5', 'H6']
name: b10202024, hole_card: ['H3', 'S4']
name: strong3, hole_card: ['H5', 'H6']
name: b10202024, hole_card: ['H3', 'S4']
name: strong3, hole_card: ['H5', 'H6']
name: b10202024, hole_card: ['H3', 'S4']
community cards of this round: ['H3', 'D2', 'H9', 'DK', 'C6']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
name: strong3, hole_card: ['S3', 'C5']
name: b10202024, hole_card: ['CA', 'H7']
community cards of this round: ['S6', 'D7', 'HT', 'H7', 'DQ']
name: strong3, hole_card: ['HQ', 'CT']
name: b10202024, hole_card: ['DK', 'H2']
name: strong3, hole_card: ['HQ', 'CT']
name: b10202024, hole_card: ['DK', 'H2']
name: strong3, hole_card: ['HQ', 'CT']
name: b10202024, hole_card: ['DK', 'H2']
community cards of this round: ['DT', 'CK', 'CA', 'C6', 'C4']
name: strong3, hole_card: ['H3', 'HK']
