community cards of this round: ['S7', 'C4', 'C7', 'H6', 'HA']
name: baseline1, hole_card: ['H8', 'D6']
community cards of this round: ['CJ', 'DA', 'C7', 'C6', 'D2']
name: strong2, hole_card: ['CA', 'S2']
name: b10505044, hole_card: ['D3', 'S9']
name: strong2, hole_card: ['CA', 'S2']
name: b10505044, hole_card: ['D3', 'S9']
name: strong2, hole_card: ['CA', 'S2']
name: b10505044, hole_card: ['D3', 'S9']
name: strong2, hole_card: ['CA', 'S2']
name: b10505044, hole_card: ['D3', 'S9']
community cards of this round: ['H8', 'C9', 'D3', 'HA', 'C8']
name: strong2, hole_card: ['DJ', 'CQ']
name: b10505044, hole_card: ['H5', 'DT']
name: strong2, hole_card: ['DJ', 'CQ']
name: b10505044, hole_card: ['H5', 'DT']
name: strong2, hole_card: ['DJ', 'CQ']
name: b10505044, hole_card: ['H5', 'DT']
name: strong2, hole_card: ['DJ', 'CQ']
name: b10505044, hole_card: ['H5', 'DT']
name: strong2, hole_card: ['DJ', 'CQ']
name: b10505044, hole_card: ['H5', 'DT']
community cards of this round: ['S3', 'C6', 'C3', 'S2', 'DJ']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
name: strong2, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'DT']
community cards of this round: ['S5', 'HJ', 'HA', 'D6', 'SJ']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
name: strong2, hole_card: ['C5', 'S3']
name: b10505044, hole_card: ['C7', 'D7']
community cards of this round: ['D2', 'H3', 'ST', 'C6', 'S3']
name: strong2, hole_card: ['D9', 'S2']
name: b10505044, hole_card: ['SJ', 'DJ']
name: strong2, hole_card: ['D9', 'S2']
name: b10505044, hole_card: ['SJ', 'DJ']
name: strong2, hole_card: ['D9', 'S2']
name: b10505044, hole_card: ['SJ', 'DJ']
community cards of this round: ['D4', 'S7', 'HT', 'D5', 'DA']
name: strong2, hole_card: ['D6', 'H2']
name: b10505044, hole_card: ['H6', 'ST']
name: strong2, hole_card: ['D6', 'H2']
name: b10505044, hole_card: ['H6', 'ST']
community cards of this round: ['D8', 'D9', 'CJ', 'HQ', 'ST']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
name: strong2, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['D7', 'H5']
community cards of this round: ['HK', 'D4', 'S7', 'S9', 'H3']
name: strong2, hole_card: ['S4', 'C3']
name: b10505044, hole_card: ['S2', 'H5']
name: strong2, hole_card: ['S4', 'C3']
name: b10505044, hole_card: ['S2', 'H5']
name: strong2, hole_card: ['S4', 'C3']
name: b10505044, hole_card: ['S2', 'H5']
name: strong2, hole_card: ['S4', 'C3']
name: b10505044, hole_card: ['S2', 'H5']
community cards of this round: ['DT', 'S2', 'CJ', 'D8', 'D4']
name: strong2, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['S6', 'H9']
name: strong2, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['S6', 'H9']
name: strong2, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['S6', 'H9']
name: strong2, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['S6', 'H9']
community cards of this round: ['DT', 'CQ', 'C3', 'SQ', 'DK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
name: strong2, hole_card: ['HK', 'H2']
name: b10505044, hole_card: ['H7', 'CK']
community cards of this round: ['SJ', 'C9', 'H4', 'S3', 'D9']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505044, hole_card: ['S6', 'CA']
community cards of this round: ['H3', 'D3', 'D2', 'H2', 'CK']
name: strong2, hole_card: ['H8', 'H4']
name: b10505044, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['H8', 'H4']
name: b10505044, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['H8', 'H4']
name: b10505044, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['H8', 'H4']
name: b10505044, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['H8', 'H4']
name: b10505044, hole_card: ['H5', 'DJ']
community cards of this round: ['C7', 'S7', 'H6', 'SA', 'S5']
name: strong2, hole_card: ['D2', 'DA']
name: b10505044, hole_card: ['DT', 'D7']
name: strong2, hole_card: ['D2', 'DA']
name: b10505044, hole_card: ['DT', 'D7']
name: strong2, hole_card: ['D2', 'DA']
name: b10505044, hole_card: ['DT', 'D7']
name: strong2, hole_card: ['D2', 'DA']
name: b10505044, hole_card: ['DT', 'D7']
name: strong2, hole_card: ['D2', 'DA']
name: b10505044, hole_card: ['DT', 'D7']
community cards of this round: ['C8', 'D7', 'CA', 'ST', 'D4']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
name: strong2, hole_card: ['SJ', 'H5']
name: b10505044, hole_card: ['H7', 'D2']
community cards of this round: ['C5', 'CJ', 'H2', 'DK', 'SK']
name: strong2, hole_card: ['H5', 'C4']
name: b10505044, hole_card: ['H8', 'SQ']
name: strong2, hole_card: ['H5', 'C4']
name: b10505044, hole_card: ['H8', 'SQ']
name: strong2, hole_card: ['H5', 'C4']
name: b10505044, hole_card: ['H8', 'SQ']
name: strong2, hole_card: ['H5', 'C4']
name: b10505044, hole_card: ['H8', 'SQ']
community cards of this round: ['D2', 'HA', 'D5', 'S8', 'H4']
name: strong2, hole_card: ['H7', 'C3']
name: b10505044, hole_card: ['C4', 'H6']
name: strong2, hole_card: ['H7', 'C3']
name: b10505044, hole_card: ['C4', 'H6']
name: strong2, hole_card: ['H7', 'C3']
name: b10505044, hole_card: ['C4', 'H6']
name: strong2, hole_card: ['H7', 'C3']
name: b10505044, hole_card: ['C4', 'H6']
name: strong2, hole_card: ['H7', 'C3']
name: b10505044, hole_card: ['C4', 'H6']
community cards of this round: ['S8', 'HA', 'S7', 'SQ', 'S5']
name: strong2, hole_card: ['D4', 'CT']
name: b10505044, hole_card: ['D8', 'HQ']
name: strong2, hole_card: ['D4', 'CT']
name: b10505044, hole_card: ['D8', 'HQ']
name: strong2, hole_card: ['D4', 'CT']
name: b10505044, hole_card: ['D8', 'HQ']
name: strong2, hole_card: ['D4', 'CT']
name: b10505044, hole_card: ['D8', 'HQ']
name: strong2, hole_card: ['D4', 'CT']
name: b10505044, hole_card: ['D8', 'HQ']
community cards of this round: ['S3', 'S2', 'S8', 'D6', 'D5']
name: strong2, hole_card: ['C4', 'D7']
name: b10505044, hole_card: ['HJ', 'D4']
name: strong2, hole_card: ['C4', 'D7']
name: b10505044, hole_card: ['HJ', 'D4']
name: strong2, hole_card: ['C4', 'D7']
name: b10505044, hole_card: ['HJ', 'D4']
name: strong2, hole_card: ['C4', 'D7']
name: b10505044, hole_card: ['HJ', 'D4']
name: strong2, hole_card: ['C4', 'D7']
name: b10505044, hole_card: ['HJ', 'D4']
community cards of this round: ['H9', 'CT', 'HQ', 'D8', 'CK']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10505044, hole_card: ['DA', 'C2']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10505044, hole_card: ['DA', 'C2']
name: strong2, hole_card: ['CQ', 'DQ']
name: b10505044, hole_card: ['DA', 'C2']
community cards of this round: ['S2', 'H4', 'S5', 'CK', 'SA']
name: strong2, hole_card: ['HQ', 'C2']
name: b10505044, hole_card: ['D7', 'S8']
name: strong2, hole_card: ['HQ', 'C2']
name: b10505044, hole_card: ['D7', 'S8']
b10505044 vs strong2 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong2', 'uuid': 'mgcrzysxjjckumqwxrgfwa', 'stack': 1001, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'ufhmgntebzolquboqgplks', 'stack': 999, 'state': 'participating'}]}
b10505044 vs strong2 - Match Result: 3 games won, 2 points earned
community cards of this round: ['DJ', 'C8', 'C3', 'ST', 'C5']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
name: strong3, hole_card: ['C6', 'SJ']
name: b10505044, hole_card: ['H4', 'CK']
community cards of this round: ['S6', 'CK', 'C7', 'D4', 'DK']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
name: strong3, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['CJ', 'H9']
community cards of this round: ['SQ', 'DQ', 'HJ', 'C4', 'DA']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
name: strong3, hole_card: ['CT', 'D3']
name: b10505044, hole_card: ['D8', 'CK']
community cards of this round: ['C5', 'S9', 'S6', 'HT', 'SJ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
name: strong3, hole_card: ['D3', 'C3']
name: b10505044, hole_card: ['DK', 'CQ']
community cards of this round: ['D7', 'CA', 'S8', 'CQ', 'CJ']
name: strong3, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['DA', 'S7']
name: strong3, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['DA', 'S7']
name: strong3, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['DA', 'S7']
name: strong3, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['DA', 'S7']
name: strong3, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['DA', 'S7']
community cards of this round: ['S2', 'ST', 'HJ', 'DA', 'HA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
name: strong3, hole_card: ['HK', 'D9']
name: b10505044, hole_card: ['D7', 'SA']
community cards of this round: ['S3', 'S2', 'D2', 'DQ', 'DA']
name: strong3, hole_card: ['D6', 'S6']
name: b10505044, hole_card: ['H4', 'D5']
name: strong3, hole_card: ['D6', 'S6']
name: b10505044, hole_card: ['H4', 'D5']
community cards of this round: ['SA', 'DJ', 'S6', 'C4', 'H4']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
name: strong3, hole_card: ['S9', 'CJ']
name: b10505044, hole_card: ['ST', 'H7']
community cards of this round: ['CK', 'CT', 'D8', 'HA', 'C2']
name: strong3, hole_card: ['H6', 'S2']
name: b10505044, hole_card: ['C7', 'DQ']
name: strong3, hole_card: ['H6', 'S2']
name: b10505044, hole_card: ['C7', 'DQ']
name: strong3, hole_card: ['H6', 'S2']
name: b10505044, hole_card: ['C7', 'DQ']
name: strong3, hole_card: ['H6', 'S2']
name: b10505044, hole_card: ['C7', 'DQ']
name: strong3, hole_card: ['H6', 'S2']
name: b10505044, hole_card: ['C7', 'DQ']
community cards of this round: ['HK', 'C7', 'DQ', 'C3', 'H3']
name: strong3, hole_card: ['D8', 'S6']
name: b10505044, hole_card: ['CK', 'HA']
name: strong3, hole_card: ['D8', 'S6']
name: b10505044, hole_card: ['CK', 'HA']
name: strong3, hole_card: ['D8', 'S6']
name: b10505044, hole_card: ['CK', 'HA']
name: strong3, hole_card: ['D8', 'S6']
name: b10505044, hole_card: ['CK', 'HA']
community cards of this round: ['S8', 'H2', 'DT', 'C7', 'S5']
name: strong3, hole_card: ['H5', 'S2']
name: b10505044, hole_card: ['DK', 'C3']
name: strong3, hole_card: ['H5', 'S2']
name: b10505044, hole_card: ['DK', 'C3']
name: strong3, hole_card: ['H5', 'S2']
name: b10505044, hole_card: ['DK', 'C3']
community cards of this round: ['D5', 'SJ', 'S9', 'D2', 'H6']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
name: strong3, hole_card: ['S4', 'D4']
name: b10505044, hole_card: ['HA', 'H5']
community cards of this round: ['S4', 'C6', 'D5', 'H8', 'S5']
name: strong3, hole_card: ['DK', 'SK']
name: b10505044, hole_card: ['CT', 'HJ']
name: strong3, hole_card: ['DK', 'SK']
name: b10505044, hole_card: ['CT', 'HJ']
name: strong3, hole_card: ['DK', 'SK']
name: b10505044, hole_card: ['CT', 'HJ']
name: strong3, hole_card: ['DK', 'SK']
name: b10505044, hole_card: ['CT', 'HJ']
name: strong3, hole_card: ['DK', 'SK']
name: b10505044, hole_card: ['CT', 'HJ']
community cards of this round: ['DT', 'SJ', 'CJ', 'D3', 'H8']
name: strong3, hole_card: ['D2', 'H7']
name: b10505044, hole_card: ['SA', 'H6']
name: strong3, hole_card: ['D2', 'H7']
name: b10505044, hole_card: ['SA', 'H6']
name: strong3, hole_card: ['D2', 'H7']
name: b10505044, hole_card: ['SA', 'H6']
name: strong3, hole_card: ['D2', 'H7']
name: b10505044, hole_card: ['SA', 'H6']
community cards of this round: ['HK', 'D5', 'C6', 'S7', 'S4']
name: strong3, hole_card: ['S9', 'D2']
name: b10505044, hole_card: ['H7', 'D4']
name: strong3, hole_card: ['S9', 'D2']
name: b10505044, hole_card: ['H7', 'D4']
community cards of this round: ['DJ', 'ST', 'S5', 'HA', 'H5']
name: strong3, hole_card: ['C8', 'SJ']
name: b10505044, hole_card: ['C7', 'C2']
name: strong3, hole_card: ['C8', 'SJ']
name: b10505044, hole_card: ['C7', 'C2']
name: strong3, hole_card: ['C8', 'SJ']
name: b10505044, hole_card: ['C7', 'C2']
community cards of this round: ['SA', 'C3', 'H5', 'C6', 'D3']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
name: strong3, hole_card: ['S5', 'S9']
name: b10505044, hole_card: ['DT', 'ST']
community cards of this round: ['H8', 'D5', 'HT', 'H2', 'C3']
name: strong3, hole_card: ['C6', 'D4']
name: b10505044, hole_card: ['ST', 'H5']
name: strong3, hole_card: ['C6', 'D4']
name: b10505044, hole_card: ['ST', 'H5']
name: strong3, hole_card: ['C6', 'D4']
name: b10505044, hole_card: ['ST', 'H5']
name: strong3, hole_card: ['C6', 'D4']
name: b10505044, hole_card: ['ST', 'H5']
community cards of this round: ['S3', 'C2', 'C9', 'D2', 'H5']
name: strong3, hole_card: ['HJ', 'S2']
name: b10505044, hole_card: ['S4', 'DK']
name: strong3, hole_card: ['HJ', 'S2']
name: b10505044, hole_card: ['S4', 'DK']
name: strong3, hole_card: ['HJ', 'S2']
name: b10505044, hole_card: ['S4', 'DK']
name: strong3, hole_card: ['HJ', 'S2']
name: b10505044, hole_card: ['S4', 'DK']
community cards of this round: ['D9', 'SQ', 'H2', 'CT', 'CA']
name: strong3, hole_card: ['H5', 'HQ']
name: b10505044, hole_card: ['S5', 'CQ']
name: strong3, hole_card: ['H5', 'HQ']
name: b10505044, hole_card: ['S5', 'CQ']
name: strong3, hole_card: ['H5', 'HQ']
name: b10505044, hole_card: ['S5', 'CQ']
name: strong3, hole_card: ['H5', 'HQ']
name: b10505044, hole_card: ['S5', 'CQ']
b10505044 vs strong3 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'zqhnraxrlzvramjcplvcfm', 'stack': 70, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'nzmnsycgqylwrrjitkhxqt', 'stack': 1930, 'state': 'participating'}]}
community cards of this round: ['DJ', 'C8', 'C3', 'ST', 'C5']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
name: b10505044, hole_card: ['C6', 'SJ']
name: strong3, hole_card: ['H4', 'CK']
community cards of this round: ['S6', 'CK', 'C7', 'D4', 'DK']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
name: b10505044, hole_card: ['D9', 'S8']
name: strong3, hole_card: ['CJ', 'H9']
community cards of this round: ['SQ', 'DQ', 'HJ', 'C4', 'DA']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
name: b10505044, hole_card: ['CT', 'D3']
name: strong3, hole_card: ['D8', 'CK']
community cards of this round: ['C5', 'S9', 'S6', 'HT', 'SJ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
name: b10505044, hole_card: ['D3', 'C3']
name: strong3, hole_card: ['DK', 'CQ']
community cards of this round: ['D7', 'CA', 'S8', 'CQ', 'CJ']
name: b10505044, hole_card: ['H3', 'H4']
name: strong3, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['H3', 'H4']
name: strong3, hole_card: ['DA', 'S7']
name: b10505044, hole_card: ['H3', 'H4']
name: strong3, hole_card: ['DA', 'S7']
community cards of this round: ['S2', 'ST', 'HJ', 'DA', 'HA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
name: b10505044, hole_card: ['HK', 'D9']
name: strong3, hole_card: ['D7', 'SA']
