community cards of this round: ['HJ', 'DA', 'SQ', 'DJ', 'C7']
name: baseline1, hole_card: ['H5', 'C5']
name: b10505057, hole_card: ['HJ', 'HQ']
name: strong2, hole_card: ['D5', 'C8']
name: b10505057, hole_card: ['HJ', 'HQ']
name: strong2, hole_card: ['D5', 'C8']
name: b10505057, hole_card: ['HJ', 'HQ']
name: strong2, hole_card: ['D5', 'C8']
community cards of this round: ['SQ', 'CK', 'D2', 'H8', 'H6']
name: b10505057, hole_card: ['DJ', 'ST']
name: strong2, hole_card: ['S9', 'H7']
name: b10505057, hole_card: ['DJ', 'ST']
name: strong2, hole_card: ['S9', 'H7']
community cards of this round: ['S5', 'S6', 'CA', 'D3', 'DA']
name: b10505057, hole_card: ['D8', 'SA']
name: strong2, hole_card: ['H2', 'S2']
name: b10505057, hole_card: ['D8', 'SA']
name: strong2, hole_card: ['H2', 'S2']
name: b10505057, hole_card: ['D8', 'SA']
name: strong2, hole_card: ['H2', 'S2']
community cards of this round: ['S7', 'H5', 'H8', 'C9', 'DA']
name: b10505057, hole_card: ['HT', 'CA']
name: strong2, hole_card: ['HQ', 'DQ']
name: b10505057, hole_card: ['HT', 'CA']
name: strong2, hole_card: ['HQ', 'DQ']
community cards of this round: ['DA', 'S2', 'D2', 'S4', 'H2']
name: b10505057, hole_card: ['DJ', 'HT']
name: strong2, hole_card: ['S7', 'C8']
name: b10505057, hole_card: ['DJ', 'HT']
name: strong2, hole_card: ['S7', 'C8']
name: b10505057, hole_card: ['DJ', 'HT']
name: strong2, hole_card: ['S7', 'C8']
b10505057 vs strong2 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505057', 'uuid': 'avnlelohbzsrvllreejfat', 'stack': 932.9357939501338, 'state': 'participating'}, {'name': 'strong2', 'uuid': 'rpnedqftxffueyztbvazgn', 'stack': 1066.0, 'state': 'participating'}]}
community cards of this round: ['DJ', 'DK', 'H7', 'SK', 'CK']
name: strong2, hole_card: ['C5', 'CJ']
name: b10505057, hole_card: ['HK', 'SJ']
name: strong2, hole_card: ['C5', 'CJ']
name: b10505057, hole_card: ['HK', 'SJ']
name: strong2, hole_card: ['C5', 'CJ']
name: b10505057, hole_card: ['HK', 'SJ']
community cards of this round: ['CK', 'CQ', 'S6', 'HT', 'D6']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
name: strong2, hole_card: ['H3', 'CA']
name: b10505057, hole_card: ['C4', 'DA']
community cards of this round: ['H6', 'H2', 'D5', 'D4', 'S4']
name: strong2, hole_card: ['C5', 'DK']
name: b10505057, hole_card: ['CJ', 'CA']
name: strong2, hole_card: ['C5', 'DK']
name: b10505057, hole_card: ['CJ', 'CA']
name: strong2, hole_card: ['C5', 'DK']
name: b10505057, hole_card: ['CJ', 'CA']
community cards of this round: ['CJ', 'H7', 'C4', 'S9', 'H6']
name: strong2, hole_card: ['SA', 'D9']
name: b10505057, hole_card: ['S4', 'H9']
name: strong2, hole_card: ['SA', 'D9']
name: b10505057, hole_card: ['S4', 'H9']
name: strong2, hole_card: ['SA', 'D9']
name: b10505057, hole_card: ['S4', 'H9']
community cards of this round: ['C6', 'HT', 'C2', 'S5', 'H3']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
name: strong2, hole_card: ['C8', 'D4']
name: b10505057, hole_card: ['S3', 'SJ']
community cards of this round: ['D4', 'HT', 'C6', 'SA', 'DQ']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
name: strong2, hole_card: ['S8', 'H9']
name: b10505057, hole_card: ['ST', 'C3']
community cards of this round: ['D8', 'CA', 'CT', 'C2', 'SJ']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
name: strong2, hole_card: ['C4', 'ST']
name: b10505057, hole_card: ['C6', 'HA']
community cards of this round: ['CQ', 'C8', 'CJ', 'HT', 'HQ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
name: strong2, hole_card: ['S7', 'D4']
name: b10505057, hole_card: ['C5', 'HJ']
community cards of this round: ['DQ', 'S5', 'S4', 'SQ', 'D6']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
name: strong2, hole_card: ['SK', 'HQ']
name: b10505057, hole_card: ['C3', 'SJ']
community cards of this round: ['H3', 'S9', 'HK', 'C6', 'H9']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
name: strong2, hole_card: ['HQ', 'DA']
name: b10505057, hole_card: ['C7', 'C8']
community cards of this round: ['C9', 'CA', 'S5', 'C8', 'CQ']
name: strong2, hole_card: ['CK', 'S8']
name: b10505057, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['CK', 'S8']
name: b10505057, hole_card: ['CJ', 'DA']
name: strong2, hole_card: ['CK', 'S8']
name: b10505057, hole_card: ['CJ', 'DA']
community cards of this round: ['D9', 'HJ', 'C7', 'DK', 'CJ']
name: strong2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H7', 'CA']
name: strong2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H7', 'CA']
name: strong2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H7', 'CA']
name: strong2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H7', 'CA']
community cards of this round: ['HA', 'DA', 'SK', 'DQ', 'CA']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
name: strong2, hole_card: ['C9', 'H4']
name: b10505057, hole_card: ['S5', 'D9']
community cards of this round: ['D9', 'CJ', 'C9', 'CT', 'C2']
name: strong2, hole_card: ['D8', 'C6']
name: b10505057, hole_card: ['H3', 'C5']
name: strong2, hole_card: ['D8', 'C6']
name: b10505057, hole_card: ['H3', 'C5']
name: strong2, hole_card: ['D8', 'C6']
name: b10505057, hole_card: ['H3', 'C5']
community cards of this round: ['C4', 'SA', 'H5', 'CQ', 'CT']
name: strong2, hole_card: ['H8', 'HK']
name: b10505057, hole_card: ['ST', 'C2']
name: strong2, hole_card: ['H8', 'HK']
name: b10505057, hole_card: ['ST', 'C2']
community cards of this round: ['SK', 'H2', 'D8', 'S3', 'C9']
name: strong2, hole_card: ['ST', 'S5']
name: b10505057, hole_card: ['H5', 'D3']
name: strong2, hole_card: ['ST', 'S5']
name: b10505057, hole_card: ['H5', 'D3']
name: strong2, hole_card: ['ST', 'S5']
name: b10505057, hole_card: ['H5', 'D3']
community cards of this round: ['SA', 'SK', 'C6', 'ST', 'SQ']
name: strong2, hole_card: ['H7', 'H3']
name: b10505057, hole_card: ['CJ', 'S9']
name: strong2, hole_card: ['H7', 'H3']
name: b10505057, hole_card: ['CJ', 'S9']
name: strong2, hole_card: ['H7', 'H3']
name: b10505057, hole_card: ['CJ', 'S9']
community cards of this round: ['S7', 'D8', 'CA', 'D5', 'D4']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
name: strong2, hole_card: ['C9', 'H3']
name: b10505057, hole_card: ['H5', 'DJ']
community cards of this round: ['H8', 'SK', 'CK', 'S9', 'H5']
name: strong2, hole_card: ['C7', 'DJ']
name: b10505057, hole_card: ['D8', 'H9']
name: strong2, hole_card: ['C7', 'DJ']
name: b10505057, hole_card: ['D8', 'H9']
name: strong2, hole_card: ['C7', 'DJ']
name: b10505057, hole_card: ['D8', 'H9']
community cards of this round: ['D5', 'C8', 'HT', 'HA', 'ST']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
name: strong2, hole_card: ['DK', 'H9']
name: b10505057, hole_card: ['HJ', 'C9']
b10505057 vs strong2 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong2', 'uuid': 'oxyacynrkrdyakcmbbsmct', 'stack': 1015, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'crgrlzjpixnsmcescjtnbe', 'stack': 981.6966700250487, 'state': 'participating'}]}
community cards of this round: ['DJ', 'DK', 'H7', 'SK', 'CK']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
name: b10505057, hole_card: ['C5', 'CJ']
name: strong2, hole_card: ['HK', 'SJ']
community cards of this round: ['CK', 'CQ', 'S6', 'HT', 'D6']
name: b10505057, hole_card: ['H3', 'CA']
name: strong2, hole_card: ['C4', 'DA']
name: b10505057, hole_card: ['H3', 'CA']
name: strong2, hole_card: ['C4', 'DA']
name: b10505057, hole_card: ['H3', 'CA']
name: strong2, hole_card: ['C4', 'DA']
community cards of this round: ['H6', 'H2', 'D5', 'D4', 'S4']
name: b10505057, hole_card: ['C5', 'DK']
name: strong2, hole_card: ['CJ', 'CA']
name: b10505057, hole_card: ['C5', 'DK']
name: strong2, hole_card: ['CJ', 'CA']
community cards of this round: ['CJ', 'H7', 'C4', 'S9', 'H6']
name: b10505057, hole_card: ['SA', 'D9']
name: strong2, hole_card: ['S4', 'H9']
name: b10505057, hole_card: ['SA', 'D9']
name: strong2, hole_card: ['S4', 'H9']
name: b10505057, hole_card: ['SA', 'D9']
name: strong2, hole_card: ['S4', 'H9']
community cards of this round: ['C6', 'HT', 'C2', 'S5', 'H3']
name: b10505057, hole_card: ['C8', 'D4']
name: strong2, hole_card: ['S3', 'SJ']
name: b10505057, hole_card: ['C8', 'D4']
name: strong2, hole_card: ['S3', 'SJ']
community cards of this round: ['D4', 'HT', 'C6', 'SA', 'DQ']
name: b10505057, hole_card: ['S8', 'H9']
name: strong2, hole_card: ['ST', 'C3']
name: b10505057, hole_card: ['S8', 'H9']
name: strong2, hole_card: ['ST', 'C3']
name: b10505057, hole_card: ['S8', 'H9']
name: strong2, hole_card: ['ST', 'C3']
community cards of this round: ['D8', 'CA', 'CT', 'C2', 'SJ']
name: b10505057, hole_card: ['C4', 'ST']
name: strong2, hole_card: ['C6', 'HA']
name: b10505057, hole_card: ['C4', 'ST']
name: strong2, hole_card: ['C6', 'HA']
community cards of this round: ['CQ', 'C8', 'CJ', 'HT', 'HQ']
name: b10505057, hole_card: ['S7', 'D4']
name: strong2, hole_card: ['C5', 'HJ']
name: b10505057, hole_card: ['S7', 'D4']
name: strong2, hole_card: ['C5', 'HJ']
community cards of this round: ['DQ', 'S5', 'S4', 'SQ', 'D6']
name: b10505057, hole_card: ['SK', 'HQ']
name: strong2, hole_card: ['C3', 'SJ']
name: b10505057, hole_card: ['SK', 'HQ']
name: strong2, hole_card: ['C3', 'SJ']
community cards of this round: ['H3', 'S9', 'HK', 'C6', 'H9']
name: b10505057, hole_card: ['HQ', 'DA']
name: strong2, hole_card: ['C7', 'C8']
name: b10505057, hole_card: ['HQ', 'DA']
name: strong2, hole_card: ['C7', 'C8']
name: b10505057, hole_card: ['HQ', 'DA']
name: strong2, hole_card: ['C7', 'C8']
community cards of this round: ['C9', 'CA', 'S5', 'C8', 'CQ']
name: b10505057, hole_card: ['CK', 'S8']
name: strong2, hole_card: ['CJ', 'DA']
name: b10505057, hole_card: ['CK', 'S8']
name: strong2, hole_card: ['CJ', 'DA']
community cards of this round: ['D9', 'HJ', 'C7', 'DK', 'CJ']
name: b10505057, hole_card: ['S8', 'CK']
name: strong2, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['S8', 'CK']
name: strong2, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['S8', 'CK']
name: strong2, hole_card: ['H7', 'CA']
community cards of this round: ['HA', 'DA', 'SK', 'DQ', 'CA']
name: b10505057, hole_card: ['C9', 'H4']
name: strong2, hole_card: ['S5', 'D9']
name: b10505057, hole_card: ['C9', 'H4']
name: strong2, hole_card: ['S5', 'D9']
community cards of this round: ['D9', 'CJ', 'C9', 'CT', 'C2']
name: b10505057, hole_card: ['D8', 'C6']
name: strong2, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['D8', 'C6']
name: strong2, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['D8', 'C6']
name: strong2, hole_card: ['H3', 'C5']
community cards of this round: ['C4', 'SA', 'H5', 'CQ', 'CT']
name: b10505057, hole_card: ['H8', 'HK']
name: strong2, hole_card: ['ST', 'C2']
name: b10505057, hole_card: ['H8', 'HK']
name: strong2, hole_card: ['ST', 'C2']
community cards of this round: ['SK', 'H2', 'D8', 'S3', 'C9']
name: b10505057, hole_card: ['ST', 'S5']
name: strong2, hole_card: ['H5', 'D3']
name: b10505057, hole_card: ['ST', 'S5']
name: strong2, hole_card: ['H5', 'D3']
name: b10505057, hole_card: ['ST', 'S5']
name: strong2, hole_card: ['H5', 'D3']
community cards of this round: ['SA', 'SK', 'C6', 'ST', 'SQ']
name: b10505057, hole_card: ['H7', 'H3']
name: strong2, hole_card: ['CJ', 'S9']
name: b10505057, hole_card: ['H7', 'H3']
name: strong2, hole_card: ['CJ', 'S9']
community cards of this round: ['S7', 'D8', 'CA', 'D5', 'D4']
name: b10505057, hole_card: ['C9', 'H3']
name: strong2, hole_card: ['H5', 'DJ']
name: b10505057, hole_card: ['C9', 'H3']
name: strong2, hole_card: ['H5', 'DJ']
community cards of this round: ['H8', 'SK', 'CK', 'S9', 'H5']
name: b10505057, hole_card: ['C7', 'DJ']
name: strong2, hole_card: ['D8', 'H9']
name: b10505057, hole_card: ['C7', 'DJ']
name: strong2, hole_card: ['D8', 'H9']
community cards of this round: ['D5', 'C8', 'HT', 'HA', 'ST']
name: b10505057, hole_card: ['DK', 'H9']
name: strong2, hole_card: ['HJ', 'C9']
name: b10505057, hole_card: ['DK', 'H9']
name: strong2, hole_card: ['HJ', 'C9']
name: b10505057, hole_card: ['DK', 'H9']
name: strong2, hole_card: ['HJ', 'C9']
b10505057 vs strong2 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505057', 'uuid': 'gsbcpcizgeanblyxnsoouz', 'stack': 192.2478378166567, 'state': 'participating'}, {'name': 'strong2', 'uuid': 'whqwiehbbwzgtszdybmeiu', 'stack': 1805.7481800972928, 'state': 'participating'}]}
community cards of this round: ['ST', 'CJ', 'H9', 'DK', 'D9']
name: strong2, hole_card: ['SJ', 'DQ']
name: b10505057, hole_card: ['D5', 'C4']
name: strong2, hole_card: ['SJ', 'DQ']
name: b10505057, hole_card: ['D5', 'C4']
community cards of this round: ['H6', 'HT', 'C9', 'HK', 'SK']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
name: strong2, hole_card: ['H4', 'S5']
name: b10505057, hole_card: ['SQ', 'DJ']
community cards of this round: ['CJ', 'DJ', 'DT', 'S7', 'D9']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
name: strong2, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['C4', 'CQ']
community cards of this round: ['S8', 'CT', 'HK', 'SJ', 'H3']
name: strong2, hole_card: ['D6', 'S3']
name: b10505057, hole_card: ['S5', 'D2']
name: strong2, hole_card: ['D6', 'S3']
name: b10505057, hole_card: ['S5', 'D2']
name: strong2, hole_card: ['D6', 'S3']
name: b10505057, hole_card: ['S5', 'D2']
community cards of this round: ['CQ', 'D8', 'CT', 'D6', 'H8']
name: strong2, hole_card: ['H2', 'S3']
name: b10505057, hole_card: ['HK', 'C9']
name: strong2, hole_card: ['H2', 'S3']
name: b10505057, hole_card: ['HK', 'C9']
name: strong2, hole_card: ['H2', 'S3']
name: b10505057, hole_card: ['HK', 'C9']
community cards of this round: ['D2', 'HJ', 'C9', 'H8', 'CT']
name: strong2, hole_card: ['SA', 'HA']
name: b10505057, hole_card: ['C2', 'H6']
name: strong2, hole_card: ['SA', 'HA']
name: b10505057, hole_card: ['C2', 'H6']
name: strong2, hole_card: ['SA', 'HA']
name: b10505057, hole_card: ['C2', 'H6']
community cards of this round: ['DJ', 'C6', 'HT', 'CQ', 'S4']
name: strong2, hole_card: ['CJ', 'H8']
name: b10505057, hole_card: ['C5', 'S3']
name: strong2, hole_card: ['CJ', 'H8']
name: b10505057, hole_card: ['C5', 'S3']
community cards of this round: ['ST', 'DA', 'CT', 'SA', 'S8']
name: strong2, hole_card: ['CQ', 'SK']
name: b10505057, hole_card: ['D2', 'H9']
name: strong2, hole_card: ['CQ', 'SK']
name: b10505057, hole_card: ['D2', 'H9']
name: strong2, hole_card: ['CQ', 'SK']
name: b10505057, hole_card: ['D2', 'H9']
community cards of this round: ['H6', 'DK', 'ST', 'H5', 'D6']
name: strong2, hole_card: ['S7', 'SK']
name: b10505057, hole_card: ['C3', 'S4']
name: strong2, hole_card: ['S7', 'SK']
name: b10505057, hole_card: ['C3', 'S4']
community cards of this round: ['D6', 'HT', 'S5', 'CJ', 'DJ']
name: strong2, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['DQ', 'DA']
name: strong2, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['DQ', 'DA']
name: strong2, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['DQ', 'DA']
name: strong2, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['DQ', 'DA']
community cards of this round: ['C8', 'C4', 'H6', 'S2', 'C6']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
name: strong2, hole_card: ['HQ', 'HT']
name: b10505057, hole_card: ['CJ', 'H3']
community cards of this round: ['D3', 'DK', 'H3', 'D6', 'SA']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
name: strong2, hole_card: ['HK', 'ST']
name: b10505057, hole_card: ['H6', 'D9']
community cards of this round: ['CJ', 'C7', 'DQ', 'D7', 'S3']
name: strong2, hole_card: ['S8', 'H4']
name: b10505057, hole_card: ['H7', 'C9']
name: strong2, hole_card: ['S8', 'H4']
name: b10505057, hole_card: ['H7', 'C9']
name: strong2, hole_card: ['S8', 'H4']
name: b10505057, hole_card: ['H7', 'C9']
community cards of this round: ['HA', 'SA', 'S7', 'CK', 'DT']
name: strong2, hole_card: ['D6', 'S6']
name: b10505057, hole_card: ['DA', 'DK']
name: strong2, hole_card: ['D6', 'S6']
name: b10505057, hole_card: ['DA', 'DK']
community cards of this round: ['S6', 'C6', 'H5', 'S3', 'CT']
name: strong2, hole_card: ['H4', 'HA']
name: b10505057, hole_card: ['CQ', 'D8']
name: strong2, hole_card: ['H4', 'HA']
name: b10505057, hole_card: ['CQ', 'D8']
name: strong2, hole_card: ['H4', 'HA']
name: b10505057, hole_card: ['CQ', 'D8']
community cards of this round: ['C4', 'DA', 'H3', 'D4', 'S3']
name: strong2, hole_card: ['DK', 'H8']
name: b10505057, hole_card: ['H4', 'DJ']
name: strong2, hole_card: ['DK', 'H8']
name: b10505057, hole_card: ['H4', 'DJ']
community cards of this round: ['C5', 'H9', 'DT', 'CK', 'CT']
name: strong2, hole_card: ['C3', 'D8']
name: b10505057, hole_card: ['S9', 'D6']
name: strong2, hole_card: ['C3', 'D8']
name: b10505057, hole_card: ['S9', 'D6']
name: strong2, hole_card: ['C3', 'D8']
name: b10505057, hole_card: ['S9', 'D6']
community cards of this round: ['C7', 'S8', 'SJ', 'C4', 'D9']
name: strong2, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['H6', 'CJ']
name: strong2, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['H6', 'CJ']
name: strong2, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['H6', 'CJ']
